filepaths,labels,processed_filepaths
raw\train\notumor\Tr-no_1570.jpg,notumor,processed\train\notumor\Tr-no_1570.jpg
raw\train\notumor\Tr-no_1571.jpg,notumor,processed\train\notumor\Tr-no_1571.jpg
raw\train\notumor\Tr-no_1572.jpg,notumor,processed\train\notumor\Tr-no_1572.jpg
raw\train\notumor\Tr-no_1573.jpg,notumor,processed\train\notumor\Tr-no_1573.jpg
raw\train\notumor\Tr-no_1574.jpg,notumor,processed\train\notumor\Tr-no_1574.jpg
raw\train\notumor\Tr-no_1575.jpg,notumor,processed\train\notumor\Tr-no_1575.jpg
raw\train\notumor\Tr-no_1576.jpg,notumor,processed\train\notumor\Tr-no_1576.jpg
raw\train\notumor\Tr-no_1577.jpg,notumor,processed\train\notumor\Tr-no_1577.jpg
raw\train\notumor\Tr-no_1578.jpg,notumor,processed\train\notumor\Tr-no_1578.jpg
raw\train\notumor\Tr-no_1579.jpg,notumor,processed\train\notumor\Tr-no_1579.jpg
raw\train\notumor\Tr-no_1580.jpg,notumor,processed\train\notumor\Tr-no_1580.jpg
raw\train\notumor\Tr-no_1581.jpg,notumor,processed\train\notumor\Tr-no_1581.jpg
raw\train\notumor\Tr-no_1582.jpg,notumor,processed\train\notumor\Tr-no_1582.jpg
raw\train\notumor\Tr-no_1583.jpg,notumor,processed\train\notumor\Tr-no_1583.jpg
raw\train\notumor\Tr-no_1584.jpg,notumor,processed\train\notumor\Tr-no_1584.jpg
raw\train\notumor\Tr-no_1585.jpg,notumor,processed\train\notumor\Tr-no_1585.jpg
raw\train\notumor\Tr-no_1586.jpg,notumor,processed\train\notumor\Tr-no_1586.jpg
raw\train\notumor\Tr-no_1587.jpg,notumor,processed\train\notumor\Tr-no_1587.jpg
raw\train\notumor\Tr-no_1588.jpg,notumor,processed\train\notumor\Tr-no_1588.jpg
raw\train\notumor\Tr-no_1589.jpg,notumor,processed\train\notumor\Tr-no_1589.jpg
raw\train\notumor\Tr-no_1590.jpg,notumor,processed\train\notumor\Tr-no_1590.jpg
raw\train\notumor\Tr-no_1591.jpg,notumor,processed\train\notumor\Tr-no_1591.jpg
raw\train\notumor\Tr-no_1592.jpg,notumor,processed\train\notumor\Tr-no_1592.jpg
raw\train\notumor\Tr-no_1593.jpg,notumor,processed\train\notumor\Tr-no_1593.jpg
raw\train\notumor\Tr-no_1594.jpg,notumor,processed\train\notumor\Tr-no_1594.jpg
raw\train\pituitary\Tr-piTr_0000.jpg,pituitary,processed\train\pituitary\Tr-piTr_0000.jpg
raw\train\pituitary\Tr-piTr_0001.jpg,pituitary,processed\train\pituitary\Tr-piTr_0001.jpg
raw\train\pituitary\Tr-piTr_0002.jpg,pituitary,processed\train\pituitary\Tr-piTr_0002.jpg
raw\train\pituitary\Tr-piTr_0003.jpg,pituitary,processed\train\pituitary\Tr-piTr_0003.jpg
raw\train\pituitary\Tr-piTr_0004.jpg,pituitary,processed\train\pituitary\Tr-piTr_0004.jpg
raw\train\pituitary\Tr-piTr_0005.jpg,pituitary,processed\train\pituitary\Tr-piTr_0005.jpg
raw\train\pituitary\Tr-piTr_0006.jpg,pituitary,processed\train\pituitary\Tr-piTr_0006.jpg
raw\train\pituitary\Tr-piTr_0007.jpg,pituitary,processed\train\pituitary\Tr-piTr_0007.jpg
raw\train\pituitary\Tr-piTr_0008.jpg,pituitary,processed\train\pituitary\Tr-piTr_0008.jpg
raw\train\pituitary\Tr-piTr_0009.jpg,pituitary,processed\train\pituitary\Tr-piTr_0009.jpg
raw\train\pituitary\Tr-pi_0010.jpg,pituitary,processed\train\pituitary\Tr-pi_0010.jpg
raw\train\pituitary\Tr-pi_0011.jpg,pituitary,processed\train\pituitary\Tr-pi_0011.jpg
raw\train\pituitary\Tr-pi_0012.jpg,pituitary,processed\train\pituitary\Tr-pi_0012.jpg
raw\train\pituitary\Tr-pi_0013.jpg,pituitary,processed\train\pituitary\Tr-pi_0013.jpg
raw\train\pituitary\Tr-pi_0014.jpg,pituitary,processed\train\pituitary\Tr-pi_0014.jpg
raw\train\pituitary\Tr-pi_0015.jpg,pituitary,processed\train\pituitary\Tr-pi_0015.jpg
raw\train\pituitary\Tr-pi_0016.jpg,pituitary,processed\train\pituitary\Tr-pi_0016.jpg
raw\train\pituitary\Tr-pi_0017.jpg,pituitary,processed\train\pituitary\Tr-pi_0017.jpg
raw\train\pituitary\Tr-pi_0018.jpg,pituitary,processed\train\pituitary\Tr-pi_0018.jpg
raw\train\pituitary\Tr-pi_0019.jpg,pituitary,processed\train\pituitary\Tr-pi_0019.jpg
raw\train\pituitary\Tr-pi_0020.jpg,pituitary,processed\train\pituitary\Tr-pi_0020.jpg
raw\train\pituitary\Tr-pi_0021.jpg,pituitary,processed\train\pituitary\Tr-pi_0021.jpg
raw\train\pituitary\Tr-pi_0022.jpg,pituitary,processed\train\pituitary\Tr-pi_0022.jpg
raw\train\pituitary\Tr-pi_0023.jpg,pituitary,processed\train\pituitary\Tr-pi_0023.jpg
raw\train\pituitary\Tr-pi_0024.jpg,pituitary,processed\train\pituitary\Tr-pi_0024.jpg
raw\train\pituitary\Tr-pi_0025.jpg,pituitary,processed\train\pituitary\Tr-pi_0025.jpg
raw\train\pituitary\Tr-pi_0026.jpg,pituitary,processed\train\pituitary\Tr-pi_0026.jpg
raw\train\pituitary\Tr-pi_0027.jpg,pituitary,processed\train\pituitary\Tr-pi_0027.jpg
raw\train\pituitary\Tr-pi_0028.jpg,pituitary,processed\train\pituitary\Tr-pi_0028.jpg
raw\train\pituitary\Tr-pi_0029.jpg,pituitary,processed\train\pituitary\Tr-pi_0029.jpg
raw\train\pituitary\Tr-pi_0030.jpg,pituitary,processed\train\pituitary\Tr-pi_0030.jpg
raw\train\pituitary\Tr-pi_0031.jpg,pituitary,processed\train\pituitary\Tr-pi_0031.jpg
raw\train\pituitary\Tr-pi_0032.jpg,pituitary,processed\train\pituitary\Tr-pi_0032.jpg
raw\train\pituitary\Tr-pi_0033.jpg,pituitary,processed\train\pituitary\Tr-pi_0033.jpg
raw\train\pituitary\Tr-pi_0034.jpg,pituitary,processed\train\pituitary\Tr-pi_0034.jpg
raw\train\pituitary\Tr-pi_0035.jpg,pituitary,processed\train\pituitary\Tr-pi_0035.jpg
raw\train\pituitary\Tr-pi_0036.jpg,pituitary,processed\train\pituitary\Tr-pi_0036.jpg
raw\train\pituitary\Tr-pi_0037.jpg,pituitary,processed\train\pituitary\Tr-pi_0037.jpg
raw\train\pituitary\Tr-pi_0038.jpg,pituitary,processed\train\pituitary\Tr-pi_0038.jpg
raw\train\pituitary\Tr-pi_0039.jpg,pituitary,processed\train\pituitary\Tr-pi_0039.jpg
raw\train\pituitary\Tr-pi_0040.jpg,pituitary,processed\train\pituitary\Tr-pi_0040.jpg
raw\train\pituitary\Tr-pi_0041.jpg,pituitary,processed\train\pituitary\Tr-pi_0041.jpg
raw\train\pituitary\Tr-pi_0042.jpg,pituitary,processed\train\pituitary\Tr-pi_0042.jpg
raw\train\pituitary\Tr-pi_0043.jpg,pituitary,processed\train\pituitary\Tr-pi_0043.jpg
raw\train\pituitary\Tr-pi_0044.jpg,pituitary,processed\train\pituitary\Tr-pi_0044.jpg
raw\train\pituitary\Tr-pi_0045.jpg,pituitary,processed\train\pituitary\Tr-pi_0045.jpg
raw\train\pituitary\Tr-pi_0046.jpg,pituitary,processed\train\pituitary\Tr-pi_0046.jpg
raw\train\pituitary\Tr-pi_0047.jpg,pituitary,processed\train\pituitary\Tr-pi_0047.jpg
raw\train\pituitary\Tr-pi_0048.jpg,pituitary,processed\train\pituitary\Tr-pi_0048.jpg
raw\train\pituitary\Tr-pi_0049.jpg,pituitary,processed\train\pituitary\Tr-pi_0049.jpg
raw\train\pituitary\Tr-pi_0050.jpg,pituitary,processed\train\pituitary\Tr-pi_0050.jpg
raw\train\pituitary\Tr-pi_0051.jpg,pituitary,processed\train\pituitary\Tr-pi_0051.jpg
raw\train\pituitary\Tr-pi_0052.jpg,pituitary,processed\train\pituitary\Tr-pi_0052.jpg
raw\train\pituitary\Tr-pi_0053.jpg,pituitary,processed\train\pituitary\Tr-pi_0053.jpg
raw\train\pituitary\Tr-pi_0054.jpg,pituitary,processed\train\pituitary\Tr-pi_0054.jpg
raw\train\pituitary\Tr-pi_0055.jpg,pituitary,processed\train\pituitary\Tr-pi_0055.jpg
raw\train\pituitary\Tr-pi_0056.jpg,pituitary,processed\train\pituitary\Tr-pi_0056.jpg
raw\train\pituitary\Tr-pi_0057.jpg,pituitary,processed\train\pituitary\Tr-pi_0057.jpg
raw\train\pituitary\Tr-pi_0058.jpg,pituitary,processed\train\pituitary\Tr-pi_0058.jpg
raw\train\pituitary\Tr-pi_0059.jpg,pituitary,processed\train\pituitary\Tr-pi_0059.jpg
raw\train\pituitary\Tr-pi_0060.jpg,pituitary,processed\train\pituitary\Tr-pi_0060.jpg
raw\train\pituitary\Tr-pi_0061.jpg,pituitary,processed\train\pituitary\Tr-pi_0061.jpg
raw\train\pituitary\Tr-pi_0062.jpg,pituitary,processed\train\pituitary\Tr-pi_0062.jpg
raw\train\pituitary\Tr-pi_0063.jpg,pituitary,processed\train\pituitary\Tr-pi_0063.jpg
raw\train\pituitary\Tr-pi_0064.jpg,pituitary,processed\train\pituitary\Tr-pi_0064.jpg
raw\train\pituitary\Tr-pi_0065.jpg,pituitary,processed\train\pituitary\Tr-pi_0065.jpg
raw\train\pituitary\Tr-pi_0066.jpg,pituitary,processed\train\pituitary\Tr-pi_0066.jpg
raw\train\pituitary\Tr-pi_0067.jpg,pituitary,processed\train\pituitary\Tr-pi_0067.jpg
raw\train\pituitary\Tr-pi_0068.jpg,pituitary,processed\train\pituitary\Tr-pi_0068.jpg
raw\train\pituitary\Tr-pi_0069.jpg,pituitary,processed\train\pituitary\Tr-pi_0069.jpg
raw\train\pituitary\Tr-pi_0070.jpg,pituitary,processed\train\pituitary\Tr-pi_0070.jpg
raw\train\pituitary\Tr-pi_0071.jpg,pituitary,processed\train\pituitary\Tr-pi_0071.jpg
raw\train\pituitary\Tr-pi_0072.jpg,pituitary,processed\train\pituitary\Tr-pi_0072.jpg
raw\train\pituitary\Tr-pi_0073.jpg,pituitary,processed\train\pituitary\Tr-pi_0073.jpg
raw\train\pituitary\Tr-pi_0074.jpg,pituitary,processed\train\pituitary\Tr-pi_0074.jpg
raw\train\pituitary\Tr-pi_0075.jpg,pituitary,processed\train\pituitary\Tr-pi_0075.jpg
raw\train\pituitary\Tr-pi_0076.jpg,pituitary,processed\train\pituitary\Tr-pi_0076.jpg
raw\train\pituitary\Tr-pi_0077.jpg,pituitary,processed\train\pituitary\Tr-pi_0077.jpg
raw\train\pituitary\Tr-pi_0078.jpg,pituitary,processed\train\pituitary\Tr-pi_0078.jpg
raw\train\pituitary\Tr-pi_0079.jpg,pituitary,processed\train\pituitary\Tr-pi_0079.jpg
raw\train\pituitary\Tr-pi_0080.jpg,pituitary,processed\train\pituitary\Tr-pi_0080.jpg
raw\train\pituitary\Tr-pi_0081.jpg,pituitary,processed\train\pituitary\Tr-pi_0081.jpg
raw\train\pituitary\Tr-pi_0082.jpg,pituitary,processed\train\pituitary\Tr-pi_0082.jpg
raw\train\pituitary\Tr-pi_0083.jpg,pituitary,processed\train\pituitary\Tr-pi_0083.jpg
raw\train\pituitary\Tr-pi_0084.jpg,pituitary,processed\train\pituitary\Tr-pi_0084.jpg
raw\train\pituitary\Tr-pi_0085.jpg,pituitary,processed\train\pituitary\Tr-pi_0085.jpg
raw\train\pituitary\Tr-pi_0086.jpg,pituitary,processed\train\pituitary\Tr-pi_0086.jpg
raw\train\pituitary\Tr-pi_0087.jpg,pituitary,processed\train\pituitary\Tr-pi_0087.jpg
raw\train\pituitary\Tr-pi_0088.jpg,pituitary,processed\train\pituitary\Tr-pi_0088.jpg
raw\train\pituitary\Tr-pi_0089.jpg,pituitary,processed\train\pituitary\Tr-pi_0089.jpg
raw\train\pituitary\Tr-pi_0090.jpg,pituitary,processed\train\pituitary\Tr-pi_0090.jpg
raw\train\pituitary\Tr-pi_0091.jpg,pituitary,processed\train\pituitary\Tr-pi_0091.jpg
raw\train\pituitary\Tr-pi_0092.jpg,pituitary,processed\train\pituitary\Tr-pi_0092.jpg
raw\train\pituitary\Tr-pi_0093.jpg,pituitary,processed\train\pituitary\Tr-pi_0093.jpg
raw\train\pituitary\Tr-pi_0094.jpg,pituitary,processed\train\pituitary\Tr-pi_0094.jpg
raw\train\pituitary\Tr-pi_0095.jpg,pituitary,processed\train\pituitary\Tr-pi_0095.jpg
raw\train\pituitary\Tr-pi_0096.jpg,pituitary,processed\train\pituitary\Tr-pi_0096.jpg
raw\train\pituitary\Tr-pi_0097.jpg,pituitary,processed\train\pituitary\Tr-pi_0097.jpg
raw\train\pituitary\Tr-pi_0098.jpg,pituitary,processed\train\pituitary\Tr-pi_0098.jpg
raw\train\pituitary\Tr-pi_0099.jpg,pituitary,processed\train\pituitary\Tr-pi_0099.jpg
raw\train\pituitary\Tr-pi_0100.jpg,pituitary,processed\train\pituitary\Tr-pi_0100.jpg
raw\train\pituitary\Tr-pi_0101.jpg,pituitary,processed\train\pituitary\Tr-pi_0101.jpg
raw\train\pituitary\Tr-pi_0102.jpg,pituitary,processed\train\pituitary\Tr-pi_0102.jpg
raw\train\pituitary\Tr-pi_0103.jpg,pituitary,processed\train\pituitary\Tr-pi_0103.jpg
raw\train\pituitary\Tr-pi_0104.jpg,pituitary,processed\train\pituitary\Tr-pi_0104.jpg
raw\train\pituitary\Tr-pi_0105.jpg,pituitary,processed\train\pituitary\Tr-pi_0105.jpg
raw\train\pituitary\Tr-pi_0106.jpg,pituitary,processed\train\pituitary\Tr-pi_0106.jpg
raw\train\pituitary\Tr-pi_0107.jpg,pituitary,processed\train\pituitary\Tr-pi_0107.jpg
raw\train\pituitary\Tr-pi_0108.jpg,pituitary,processed\train\pituitary\Tr-pi_0108.jpg
raw\train\pituitary\Tr-pi_0109.jpg,pituitary,processed\train\pituitary\Tr-pi_0109.jpg
raw\train\pituitary\Tr-pi_0110.jpg,pituitary,processed\train\pituitary\Tr-pi_0110.jpg
raw\train\pituitary\Tr-pi_0111.jpg,pituitary,processed\train\pituitary\Tr-pi_0111.jpg
raw\train\pituitary\Tr-pi_0112.jpg,pituitary,processed\train\pituitary\Tr-pi_0112.jpg
raw\train\pituitary\Tr-pi_0113.jpg,pituitary,processed\train\pituitary\Tr-pi_0113.jpg
raw\train\pituitary\Tr-pi_0114.jpg,pituitary,processed\train\pituitary\Tr-pi_0114.jpg
raw\train\pituitary\Tr-pi_0115.jpg,pituitary,processed\train\pituitary\Tr-pi_0115.jpg
raw\train\pituitary\Tr-pi_0116.jpg,pituitary,processed\train\pituitary\Tr-pi_0116.jpg
raw\train\pituitary\Tr-pi_0117.jpg,pituitary,processed\train\pituitary\Tr-pi_0117.jpg
raw\train\pituitary\Tr-pi_0118.jpg,pituitary,processed\train\pituitary\Tr-pi_0118.jpg
raw\train\pituitary\Tr-pi_0119.jpg,pituitary,processed\train\pituitary\Tr-pi_0119.jpg
raw\train\pituitary\Tr-pi_0120.jpg,pituitary,processed\train\pituitary\Tr-pi_0120.jpg
raw\train\pituitary\Tr-pi_0121.jpg,pituitary,processed\train\pituitary\Tr-pi_0121.jpg
raw\train\pituitary\Tr-pi_0122.jpg,pituitary,processed\train\pituitary\Tr-pi_0122.jpg
raw\train\pituitary\Tr-pi_0123.jpg,pituitary,processed\train\pituitary\Tr-pi_0123.jpg
raw\train\pituitary\Tr-pi_0124.jpg,pituitary,processed\train\pituitary\Tr-pi_0124.jpg
raw\train\pituitary\Tr-pi_0125.jpg,pituitary,processed\train\pituitary\Tr-pi_0125.jpg
raw\train\pituitary\Tr-pi_0126.jpg,pituitary,processed\train\pituitary\Tr-pi_0126.jpg
raw\train\pituitary\Tr-pi_0127.jpg,pituitary,processed\train\pituitary\Tr-pi_0127.jpg
raw\train\pituitary\Tr-pi_0128.jpg,pituitary,processed\train\pituitary\Tr-pi_0128.jpg
raw\train\pituitary\Tr-pi_0129.jpg,pituitary,processed\train\pituitary\Tr-pi_0129.jpg
raw\train\pituitary\Tr-pi_0130.jpg,pituitary,processed\train\pituitary\Tr-pi_0130.jpg
raw\train\pituitary\Tr-pi_0131.jpg,pituitary,processed\train\pituitary\Tr-pi_0131.jpg
raw\train\pituitary\Tr-pi_0132.jpg,pituitary,processed\train\pituitary\Tr-pi_0132.jpg
raw\train\pituitary\Tr-pi_0133.jpg,pituitary,processed\train\pituitary\Tr-pi_0133.jpg
raw\train\pituitary\Tr-pi_0134.jpg,pituitary,processed\train\pituitary\Tr-pi_0134.jpg
raw\train\pituitary\Tr-pi_0135.jpg,pituitary,processed\train\pituitary\Tr-pi_0135.jpg
raw\train\pituitary\Tr-pi_0136.jpg,pituitary,processed\train\pituitary\Tr-pi_0136.jpg
raw\train\pituitary\Tr-pi_0137.jpg,pituitary,processed\train\pituitary\Tr-pi_0137.jpg
raw\train\pituitary\Tr-pi_0138.jpg,pituitary,processed\train\pituitary\Tr-pi_0138.jpg
raw\train\pituitary\Tr-pi_0139.jpg,pituitary,processed\train\pituitary\Tr-pi_0139.jpg
raw\train\pituitary\Tr-pi_0140.jpg,pituitary,processed\train\pituitary\Tr-pi_0140.jpg
raw\train\pituitary\Tr-pi_0141.jpg,pituitary,processed\train\pituitary\Tr-pi_0141.jpg
raw\train\pituitary\Tr-pi_0142.jpg,pituitary,processed\train\pituitary\Tr-pi_0142.jpg
raw\train\pituitary\Tr-pi_0143.jpg,pituitary,processed\train\pituitary\Tr-pi_0143.jpg
raw\train\pituitary\Tr-pi_0144.jpg,pituitary,processed\train\pituitary\Tr-pi_0144.jpg
raw\train\pituitary\Tr-pi_0145.jpg,pituitary,processed\train\pituitary\Tr-pi_0145.jpg
raw\train\pituitary\Tr-pi_0146.jpg,pituitary,processed\train\pituitary\Tr-pi_0146.jpg
raw\train\pituitary\Tr-pi_0147.jpg,pituitary,processed\train\pituitary\Tr-pi_0147.jpg
raw\train\pituitary\Tr-pi_0148.jpg,pituitary,processed\train\pituitary\Tr-pi_0148.jpg
raw\train\pituitary\Tr-pi_0149.jpg,pituitary,processed\train\pituitary\Tr-pi_0149.jpg
raw\train\pituitary\Tr-pi_0150.jpg,pituitary,processed\train\pituitary\Tr-pi_0150.jpg
raw\train\pituitary\Tr-pi_0151.jpg,pituitary,processed\train\pituitary\Tr-pi_0151.jpg
raw\train\pituitary\Tr-pi_0152.jpg,pituitary,processed\train\pituitary\Tr-pi_0152.jpg
raw\train\pituitary\Tr-pi_0153.jpg,pituitary,processed\train\pituitary\Tr-pi_0153.jpg
raw\train\pituitary\Tr-pi_0154.jpg,pituitary,processed\train\pituitary\Tr-pi_0154.jpg
raw\train\pituitary\Tr-pi_0155.jpg,pituitary,processed\train\pituitary\Tr-pi_0155.jpg
raw\train\pituitary\Tr-pi_0156.jpg,pituitary,processed\train\pituitary\Tr-pi_0156.jpg
raw\train\pituitary\Tr-pi_0157.jpg,pituitary,processed\train\pituitary\Tr-pi_0157.jpg
raw\train\pituitary\Tr-pi_0158.jpg,pituitary,processed\train\pituitary\Tr-pi_0158.jpg
raw\train\pituitary\Tr-pi_0159.jpg,pituitary,processed\train\pituitary\Tr-pi_0159.jpg
raw\train\pituitary\Tr-pi_0160.jpg,pituitary,processed\train\pituitary\Tr-pi_0160.jpg
raw\train\pituitary\Tr-pi_0161.jpg,pituitary,processed\train\pituitary\Tr-pi_0161.jpg
raw\train\pituitary\Tr-pi_0162.jpg,pituitary,processed\train\pituitary\Tr-pi_0162.jpg
raw\train\pituitary\Tr-pi_0163.jpg,pituitary,processed\train\pituitary\Tr-pi_0163.jpg
raw\train\pituitary\Tr-pi_0164.jpg,pituitary,processed\train\pituitary\Tr-pi_0164.jpg
raw\train\pituitary\Tr-pi_0165.jpg,pituitary,processed\train\pituitary\Tr-pi_0165.jpg
raw\train\pituitary\Tr-pi_0166.jpg,pituitary,processed\train\pituitary\Tr-pi_0166.jpg
raw\train\pituitary\Tr-pi_0167.jpg,pituitary,processed\train\pituitary\Tr-pi_0167.jpg
raw\train\pituitary\Tr-pi_0168.jpg,pituitary,processed\train\pituitary\Tr-pi_0168.jpg
raw\train\pituitary\Tr-pi_0169.jpg,pituitary,processed\train\pituitary\Tr-pi_0169.jpg
raw\train\pituitary\Tr-pi_0170.jpg,pituitary,processed\train\pituitary\Tr-pi_0170.jpg
raw\train\pituitary\Tr-pi_0171.jpg,pituitary,processed\train\pituitary\Tr-pi_0171.jpg
raw\train\pituitary\Tr-pi_0172.jpg,pituitary,processed\train\pituitary\Tr-pi_0172.jpg
raw\train\pituitary\Tr-pi_0173.jpg,pituitary,processed\train\pituitary\Tr-pi_0173.jpg
raw\train\pituitary\Tr-pi_0174.jpg,pituitary,processed\train\pituitary\Tr-pi_0174.jpg
raw\train\pituitary\Tr-pi_0175.jpg,pituitary,processed\train\pituitary\Tr-pi_0175.jpg
raw\train\pituitary\Tr-pi_0176.jpg,pituitary,processed\train\pituitary\Tr-pi_0176.jpg
raw\train\pituitary\Tr-pi_0177.jpg,pituitary,processed\train\pituitary\Tr-pi_0177.jpg
raw\train\pituitary\Tr-pi_0178.jpg,pituitary,processed\train\pituitary\Tr-pi_0178.jpg
raw\train\pituitary\Tr-pi_0179.jpg,pituitary,processed\train\pituitary\Tr-pi_0179.jpg
raw\train\pituitary\Tr-pi_0180.jpg,pituitary,processed\train\pituitary\Tr-pi_0180.jpg
raw\train\pituitary\Tr-pi_0181.jpg,pituitary,processed\train\pituitary\Tr-pi_0181.jpg
raw\train\pituitary\Tr-pi_0182.jpg,pituitary,processed\train\pituitary\Tr-pi_0182.jpg
raw\train\pituitary\Tr-pi_0183.jpg,pituitary,processed\train\pituitary\Tr-pi_0183.jpg
raw\train\pituitary\Tr-pi_0184.jpg,pituitary,processed\train\pituitary\Tr-pi_0184.jpg
raw\train\pituitary\Tr-pi_0185.jpg,pituitary,processed\train\pituitary\Tr-pi_0185.jpg
raw\train\pituitary\Tr-pi_0186.jpg,pituitary,processed\train\pituitary\Tr-pi_0186.jpg
raw\train\pituitary\Tr-pi_0187.jpg,pituitary,processed\train\pituitary\Tr-pi_0187.jpg
raw\train\pituitary\Tr-pi_0188.jpg,pituitary,processed\train\pituitary\Tr-pi_0188.jpg
raw\train\pituitary\Tr-pi_0189.jpg,pituitary,processed\train\pituitary\Tr-pi_0189.jpg
raw\train\pituitary\Tr-pi_0190.jpg,pituitary,processed\train\pituitary\Tr-pi_0190.jpg
raw\train\pituitary\Tr-pi_0191.jpg,pituitary,processed\train\pituitary\Tr-pi_0191.jpg
raw\train\pituitary\Tr-pi_0192.jpg,pituitary,processed\train\pituitary\Tr-pi_0192.jpg
raw\train\pituitary\Tr-pi_0193.jpg,pituitary,processed\train\pituitary\Tr-pi_0193.jpg
raw\train\pituitary\Tr-pi_0194.jpg,pituitary,processed\train\pituitary\Tr-pi_0194.jpg
raw\train\pituitary\Tr-pi_0195.jpg,pituitary,processed\train\pituitary\Tr-pi_0195.jpg
raw\train\pituitary\Tr-pi_0196.jpg,pituitary,processed\train\pituitary\Tr-pi_0196.jpg
raw\train\pituitary\Tr-pi_0197.jpg,pituitary,processed\train\pituitary\Tr-pi_0197.jpg
raw\train\pituitary\Tr-pi_0198.jpg,pituitary,processed\train\pituitary\Tr-pi_0198.jpg
raw\train\pituitary\Tr-pi_0199.jpg,pituitary,processed\train\pituitary\Tr-pi_0199.jpg
raw\train\pituitary\Tr-pi_0200.jpg,pituitary,processed\train\pituitary\Tr-pi_0200.jpg
raw\train\pituitary\Tr-pi_0201.jpg,pituitary,processed\train\pituitary\Tr-pi_0201.jpg
raw\train\pituitary\Tr-pi_0202.jpg,pituitary,processed\train\pituitary\Tr-pi_0202.jpg
raw\train\pituitary\Tr-pi_0203.jpg,pituitary,processed\train\pituitary\Tr-pi_0203.jpg
raw\train\pituitary\Tr-pi_0204.jpg,pituitary,processed\train\pituitary\Tr-pi_0204.jpg
raw\train\pituitary\Tr-pi_0205.jpg,pituitary,processed\train\pituitary\Tr-pi_0205.jpg
raw\train\pituitary\Tr-pi_0206.jpg,pituitary,processed\train\pituitary\Tr-pi_0206.jpg
raw\train\pituitary\Tr-pi_0207.jpg,pituitary,processed\train\pituitary\Tr-pi_0207.jpg
raw\train\pituitary\Tr-pi_0208.jpg,pituitary,processed\train\pituitary\Tr-pi_0208.jpg
raw\train\pituitary\Tr-pi_0209.jpg,pituitary,processed\train\pituitary\Tr-pi_0209.jpg
raw\train\pituitary\Tr-pi_0210.jpg,pituitary,processed\train\pituitary\Tr-pi_0210.jpg
raw\train\pituitary\Tr-pi_0211.jpg,pituitary,processed\train\pituitary\Tr-pi_0211.jpg
raw\train\pituitary\Tr-pi_0212.jpg,pituitary,processed\train\pituitary\Tr-pi_0212.jpg
raw\train\pituitary\Tr-pi_0213.jpg,pituitary,processed\train\pituitary\Tr-pi_0213.jpg
raw\train\pituitary\Tr-pi_0214.jpg,pituitary,processed\train\pituitary\Tr-pi_0214.jpg
raw\train\pituitary\Tr-pi_0215.jpg,pituitary,processed\train\pituitary\Tr-pi_0215.jpg
raw\train\pituitary\Tr-pi_0216.jpg,pituitary,processed\train\pituitary\Tr-pi_0216.jpg
raw\train\pituitary\Tr-pi_0217.jpg,pituitary,processed\train\pituitary\Tr-pi_0217.jpg
raw\train\pituitary\Tr-pi_0218.jpg,pituitary,processed\train\pituitary\Tr-pi_0218.jpg
raw\train\pituitary\Tr-pi_0219.jpg,pituitary,processed\train\pituitary\Tr-pi_0219.jpg
raw\train\pituitary\Tr-pi_0220.jpg,pituitary,processed\train\pituitary\Tr-pi_0220.jpg
raw\train\pituitary\Tr-pi_0221.jpg,pituitary,processed\train\pituitary\Tr-pi_0221.jpg
raw\train\pituitary\Tr-pi_0222.jpg,pituitary,processed\train\pituitary\Tr-pi_0222.jpg
raw\train\pituitary\Tr-pi_0223.jpg,pituitary,processed\train\pituitary\Tr-pi_0223.jpg
raw\train\pituitary\Tr-pi_0224.jpg,pituitary,processed\train\pituitary\Tr-pi_0224.jpg
raw\train\pituitary\Tr-pi_0225.jpg,pituitary,processed\train\pituitary\Tr-pi_0225.jpg
raw\train\pituitary\Tr-pi_0226.jpg,pituitary,processed\train\pituitary\Tr-pi_0226.jpg
raw\train\pituitary\Tr-pi_0227.jpg,pituitary,processed\train\pituitary\Tr-pi_0227.jpg
raw\train\pituitary\Tr-pi_0228.jpg,pituitary,processed\train\pituitary\Tr-pi_0228.jpg
raw\train\pituitary\Tr-pi_0229.jpg,pituitary,processed\train\pituitary\Tr-pi_0229.jpg
raw\train\pituitary\Tr-pi_0230.jpg,pituitary,processed\train\pituitary\Tr-pi_0230.jpg
raw\train\pituitary\Tr-pi_0231.jpg,pituitary,processed\train\pituitary\Tr-pi_0231.jpg
raw\train\pituitary\Tr-pi_0232.jpg,pituitary,processed\train\pituitary\Tr-pi_0232.jpg
raw\train\pituitary\Tr-pi_0233.jpg,pituitary,processed\train\pituitary\Tr-pi_0233.jpg
raw\train\pituitary\Tr-pi_0234.jpg,pituitary,processed\train\pituitary\Tr-pi_0234.jpg
raw\train\pituitary\Tr-pi_0235.jpg,pituitary,processed\train\pituitary\Tr-pi_0235.jpg
raw\train\pituitary\Tr-pi_0236.jpg,pituitary,processed\train\pituitary\Tr-pi_0236.jpg
raw\train\pituitary\Tr-pi_0237.jpg,pituitary,processed\train\pituitary\Tr-pi_0237.jpg
raw\train\pituitary\Tr-pi_0238.jpg,pituitary,processed\train\pituitary\Tr-pi_0238.jpg
raw\train\pituitary\Tr-pi_0239.jpg,pituitary,processed\train\pituitary\Tr-pi_0239.jpg
